the_geom,OBJECTID,Meter ID,Parking Zone,Street,Block,Type,Side,Number of Spaces,Parkmobile ID,Latitude,Longitude,Updated in CNOGIS
POINT (-90.067994011799 29.948855213448),1104191,POY-400-1340,8,Poydras,400,SSM,U,1,29287,29.948849800000001,-90.067988400000004,
POINT (-90.08042711374 29.934405409579),1104417,ST.CHA-2100-1667,9,St. Charles,2100,SSM,L,1,29365,29.9344,-90.0804215,
POINT (-90.082042115395 29.957073714261),1104316,S.ROM-400-1660,1,S. Roman,400,PS,R,19,29337,29.9570683,-90.082036500000001,
POINT (-90.075047813211 29.953469513793),1103824,GRA-1100-0657,3,Gravier,1100,SSM,D,1,,29.953464100000001,-90.075042199999999,
POINT (-90.070446311706 29.953342413742),1103499,CAR-100-0331,3,Carondelet,100,PS,L,6,2956,29.953337000000001,-90.070440700000006,
POINT (-90.068432611402 29.943503411768),1104456,ST.JOS-300-1862,8,St. Joseph,300,PS,U,7,29370,29.943498000000002,-90.068427,
POINT (-90.082838116033 29.954455913973),1104341,S.ROM-600-1638,1,S. Roman,600,SSM,R,1,29339,29.9544505,-90.082832499999995,
POINT (-90.058381109276 29.961392016312),1103465,BRC-400-0088,6,Barracks,400,SSM,U,1,2918,29.961386600000001,-90.058375499999997,
POINT (-90.065537610365 29.943447412329),1103783,FUL-800-0639,8,Fulton,800,PS,L,6,29141,29.943442000000001,-90.065532000000005,
POINT (-90.067308610521 29.943312412059),1104455,ST.JOS-300-1860,8,St. Joseph,300,PS,U,4,29370,29.943307000000001,-90.067302999999995,
POINT (-90.071062712397 29.943752011732),1103495,CAM-900-0199,7,Camp,900,SSM,L,1,2940,29.943746600000001,-90.071057100000004,
POINT (-90.06915801188 29.957204414754),1103658,CNT-900-0484,6,Conti,900,SSM,U,1,2999,29.957198999999999,-90.069152399999993,
POINT (-90.072865212443 29.94666971229),1103517,CAR-700-0307,7,Carondelet,700,PS,L,4,2962,29.946664299999998,-90.072859600000001,
POINT (-90.08289281516 29.954575613459),1104329,S.ROM-600-1509,1,S. Roman,600,SSM,L,1,29339,29.954570199999999,-90.082887200000002,
POINT (-90.069905612707 29.958705415036),1104094,N.RAM-400-1138,6,N. Rampart,400,SSM,R,1,29245,29.9587,-90.069900000000004,
POINT (-90.076525714052 29.958014715108),1103606,CNL-1500-0276,5,Canal,1500,SSM,D,1,2954,29.958009300000001,-90.076520099999996,
POINT (-90.065657310963 29.951086713878),1103615,CNL-300-0211,6,Canal,300,SSM,D,1,2942,29.951081299999998,-90.065651700000004,
POINT (-90.069431911837 29.943835712013),1104457,ST.JOS-400-1551,8,St. Joseph,400,PS,D,2,,29.943830299999998,-90.069426300000003,
POINT (-90.078508114376 29.95195171381),1104182,POY-1500-1327,2,Poydras,1500,SSM,D,1,29297,29.951946299999999,-90.078502499999999,
POINT (-90.074505611911 29.93140540869),1104365,SOP-1900-1672,10,Sophie Wright,1900,PS,R,9,29344,29.9314,-90.0745,
POINT (-90.069455711463 29.954303614359),1103456,BOU-100-0158,6,Bourbon,100,SSM,R,1,2929,29.9542982,-90.069450099999997,
POINT (-90.065858210269 29.942854411522),1104275,S.PET-900-1431,8,S. Peters,900,SSM,L,1,29320,29.942848999999999,-90.065852599999999,
POINT (-90.074202713015 29.957360315036),1104530,TRE-100-1803,5,Treme,100,SSM,L,1,29395,29.957354899999999,-90.074197100000006,
POINT (-90.070070612352 29.958522314967),1104092,N.RAM-400-1134,6,N. Rampart,400,SSM,R,1,29245,29.958516899999999,-90.070065,
POINT (-90.066663810621 29.949583213061),1104505,TCH-300-1946,4,Tchoupitoulas,300,SSM,R,1,29387,29.9495778,-90.066658200000006,
POINT (-90.082553115759 29.956538014179),1103835,GRA-1900-0694,1,Gravier,1900,SSM,U,1,29165,29.956532599999999,-90.082547500000004,
POINT (-90.073735612927 29.951477413079),1104164,PER-900-1245,3,Perdido,900,SSM,D,1,29274,29.951471999999999,-90.073729999999998,
POINT (-90.092438616709 29.926652407675),1103388,ALI-1500-0002,9,Aline,1500,PS,U,13,2902,29.926646999999999,-90.092433,
POINT (-90.070265811921 29.95090621384),1104424,ST.CHA-300-1591,3,St. Charles,300,SSM,L,1,29350,29.950900799999999,-90.070260200000007,
POINT (-90.072515312663 29.944445611648),1104467,ST.JOS-700-1838,7,St. Joseph,700,PS,U,4,29373,29.944440199999999,-90.072509699999998,
POINT (-90.061645809772 29.958103815379),1103727,DEC-800-0543,6,Decatur,800,SSM,L,1,29113,29.958098400000001,-90.061640199999999,
POINT (-90.082887915556 29.954303113302),1104345,S.ROM-600-1646,1,S. Roman,600,SSM,R,1,29339,29.954297700000001,-90.082882299999994,
POINT (-90.066822910922 29.949154613244),1104506,TCH-400-1948,4,Tchoupitoulas,400,SSM,R,1,29388,29.949149200000001,-90.066817299999997,
POINT (-90.072557612444 29.947314412915),1103518,CAR-700-0310,7,Carondelet,700,PS,R,4,2962,29.947309000000001,-90.072552000000002,
POINT (-90.069377011869 29.954397414631),1103457,BOU-100-0160,6,Bourbon,100,SSM,R,1,2929,29.954391999999999,-90.069371399999994,
POINT (-90.104823621084 29.937941409303),1103559,CLA-4500-0412,10,Clara,4500,PS,R,4,2980,29.937936000000001,-90.104817999999995,
POINT (-90.070205612163 29.958705415165),1104096,N.RAM-400-1169,6,N. Rampart,400,SSM,R,1,29245,29.9587,-90.0702,
POINT (-90.065528410974 29.958477615276),1104488,ST.PET-700-1906,6,St. Peters,700,SSM,U,1,29382,29.958472199999999,-90.065522799999997,
POINT (-90.067525611066 29.941351111743),1104173,POE-300-1326,8,Poeyfarre,300,SSM,U,1,29283,29.941345699999999,-90.067520000000002,
POINT (-90.07845251337 29.935758909552),1104408,ST.CHA-1900-1659,9,St. Charles,1900,SSM,L,1,29363,29.935753500000001,-90.078446900000003,
POINT (-90.067245311454 29.947124612878),1104510,TCH-600-1956,8,Tchoupitoulas,600,PS,R,4,29390,29.947119199999999,-90.067239700000002,
POINT (-90.078146614688 29.956006414451),1104539,TUL-1500-2030,2,Tulane,1500,PS,U,8,29398,29.956001000000001,-90.078141000000002,
POINT (-90.074544612519 29.9400654112),1104382,ST.CHA-1300-1752,9,St. Charles,1300,PS,R,4,29357,29.940059999999999,-90.074539000000001,
POINT (-90.075653613818 29.953027413486),1103935,LOY-300-0873,2,Loyola,300,PS,L,8,29195,29.953022000000001,-90.075648000000001,
POINT (-90.082601315539 29.955598113829),1104320,S.ROM-500-1531,1,S. Roman,500,PS,L,7,29338,29.9555927,-90.082595699999999,
POINT (-90.068484910721 29.943602112323),1104448,ST.JOS-300-1711,8,St. Joseph,300,SSM,D,1,29370,29.943596700000001,-90.068479300000007,
POINT (-90.063895410153 29.953182314362),1104032,N.FRO-300-1082,6,N. Front,300,SSM,R,1,29234,29.953176899999999,-90.063889799999998,
POINT (-90.064904510228 29.953008314139),1103436,BIE-300-0112,6,Bienville,300,SSM,U,1,2923,29.953002900000001,-90.064898900000003,
POINT (-90.103549620334 29.938857409408),1104114,NAP-2800-1190,10,Napoleon,2800,PS,U,5,29259,29.938852000000001,-90.103543999999999,
POINT (-90.070603112748 29.958959914982),1103429,BAS-400-0106,6,Basin,400,SSM,R,1,2920,29.958954500000001,-90.070597500000005,
POINT (-90.061597709686 29.958534915204),1103751,DUM-500-0593,6,Dumaine,500,SSM,L,1,29126,29.958529500000001,-90.061592099999999,
POINT (-90.078181314389 29.953062213686),1104152,PER-1500-1272,2,Perdido,1500,SSM,U,1,29277,29.953056799999999,-90.078175700000003,
POINT (-90.093020616884 29.925896207256),1103765,FOU-1400-0613,9,Foucher,1400,PS,D,6,29135,29.925890800000001,-90.093014999999994,
POINT (-90.069371312046 29.959294515408),1104098,N.RAM-500-1114,6,N. Rampart,500,PS,R,7,29246,29.959289099999999,-90.069365700000006,
POINT (-90.134699429389 29.944885010102),1103849,HAM-8200-0739,10,Hampson,8200,SSM,L,1,29168,29.9448796,-90.134693799999994,
POINT (-90.057477509376 29.961059916192),1104044,N.PET-1300-1103,6,N. Peters,1300,PS,L,8,29241,29.961054499999999,-90.057471899999996,
POINT (-90.068979011395 29.943158911722),1103675,CON-900-0459,8,Constance,900,PS,L,12,2995,29.943153500000001,-90.068973400000004,
POINT (-90.066857010297 29.942025111219),1103396,AND-300-0018,8,Andrew Higgins,300,PS,U,3,2905,29.942019699999999,-90.066851400000004,
POINT (-90.084029516213 29.957076414622),1104284,S.PRI-500-1514,1,S. Prieur,501,SSM,R,1,29324,29.957070999999999,-90.084023900000005,
POINT (-90.075705613197 29.946905412018),1103876,JUL-1000-0789,7,Julia,1000,PS,D,6,29187,29.946899999999999,-90.075699999999998,
POINT (-90.076358213962 29.953876513827),1103827,GRA-1300-0708,2,Gravier,1300,PS,U,12,29161,29.953871100000001,-90.076352600000007,
POINT (-90.104021621019 29.937176409703),1104022,MGN-4400-1055,10,Magnolia,4400,PS,L,10,29229,29.937170999999999,-90.104016000000001,
POINT (-90.057709609593 29.963342116765),1103773,FRE-500-0629,6,Frenchmen,500,SSM,D,1,29137,29.963336699999999,-90.057704000000001,
POINT (-90.064259610838 29.953809414577),1103651,CNT-300-0468,6,Conti,300,SSM,U,1,2997,29.953804000000002,-90.064254000000005,
POINT (-90.072879112671 29.954045313953),1104223,ROS-100-2042,3,Roosevelt,100,PS,R,4,29406,29.954039900000001,-90.0728735,
POINT (-90.093248717072 29.926489307242),1103766,FOU-1500-0615,9,Foucher,1500,PS,D,9,29136,29.926483900000001,-90.093243099999995,
POINT (-90.0653055105 29.952990214355),1104051,N.PET-200-1117,6,N. Peters,200,SSM,L,1,29236,29.952984799999999,-90.065299899999999,
POINT (-90.064788910977 29.95409781461),1104058,N.PET-300-1131,6,N. Peters,300,SSM,L,1,29237,29.9540924,-90.064783300000002,
POINT (-90.056376209316 29.964841917059),1103757,ELY-700-0603,6,Elysian Fields,700,SSM,D,1,29131,29.964836500000001,-90.056370599999994,
POINT (-90.072230912574 29.947613912971),1103812,GIR-700-0687,7,Girod,700,SSM,D,1,29149,29.947608500000001,-90.072225299999999,
POINT (-90.067263611351 29.946766812377),1104511,TCH-600-1966,8,Tchoupitoulas,600,PS,R,5,29390,29.9467614,-90.067257999999995,
POINT (-90.134598829213 29.94479440983),1103851,HAM-8200-0743,10,Hampson,8200,SSM,L,1,29168,29.944789,-90.134593199999998,
POINT (-90.074267712505 29.946012012483),1103424,BAR-800-0040,7,Baronne,800,PS,R,7,2916,29.9460066,-90.074262099999999,
POINT (-90.07243581275 29.955677314655),1103588,CNL-1000-0245,6,Canal,1000,SSM,D,1,2949,29.955671899999999,-90.072430199999999,
POINT (-90.067323510738 29.949448513165),1104117,NAT-400-1196,4,Natchez,400,SSM,U,1,29260,29.9494431,-90.067317900000006,
POINT (-90.065303510675 29.952992513811),1104052,N.PET-200-1119,6,N. Peters,200,SSM,L,1,29236,29.952987100000001,-90.065297900000004,
POINT (-90.071131011558 29.945756512547),1103900,JUL-600-0814,7,Julia,600,PS,U,10,29183,29.945751099999999,-90.0711254,
POINT (-90.065019210611 29.946000512413),1103793,GIR-200-0655,8,Girod,200,PS,D,4,29144,29.945995100000001,-90.0650136,
POINT (-90.069422212202 29.957377415096),1103660,CNT-900-0488,6,Conti,900,SSM,U,1,2999,29.957371999999999,-90.069416599999997,
POINT (-90.082553115759 29.956538014179),1103836,GRA-1900-0696,1,Gravier,1900,SSM,U,1,29165,29.956532599999999,-90.082547500000004,
POINT (-90.071440712111 29.944184312074),1104465,ST.JOS-600-1840,7,St. Joseph,600,PS,U,11,29372,29.944178900000001,-90.071435100000002,
POINT (-90.074002013223 29.950239213431),1104209,POY-900-1380,7,Poydras,900,PS,U,5,29292,29.950233799999999,-90.073996399999999,
POINT (-90.066369810747 29.950436513806),1104497,TCH-200-1934,4,Tchoupitoulas,200,SSM,R,1,29386,29.950431099999999,-90.066364199999995,
POINT (-90.078164914324 29.952196413176),1103929,LAS-500-0880,2,LaSalle,500,PS,R,4,29193,29.952190999999999,-90.078159299999996,
POINT (-90.080182214821 29.956047814226),1104233,S.CLA-300-1420,2,S. Claiborne,300,PS,R,9,29309,29.956042400000001,-90.080176600000001,
POINT (-90.065798910664 29.951179713794),1103617,CNL-300-0215,6,Canal,300,SSM,D,1,2942,29.951174300000002,-90.065793299999996,
POINT (-90.074030613042 29.940783410888),1104381,ST.CHA-1200-1706,9,St. Charles,1200,PS,R,9,29356,29.940778000000002,-90.074025000000006,
POINT (-90.066632310786 29.949704513136),1104503,TCH-300-1942,4,Tchoupitoulas,300,SSM,R,1,29387,29.9496991,-90.0666267,
POINT (-90.080290813761 29.934506609228),1104415,ST.CHA-2100-1663,9,St. Charles,2100,SSM,L,1,29365,29.9345012,-90.080285200000006,
POINT (-90.070380612085 29.950059413146),1104432,ST.CHA-400-1716,3,St. Charles,400,PS,R,7,29351,29.950054000000002,-90.070374999999999,
POINT (-90.075035013781 29.953464813491),1103823,GRA-1100-0655,3,Gravier,1100,SSM,D,1,,29.9534594,-90.075029400000005,
POINT (-90.06814111123 29.95749381469),1103686,DAU-400-0477,6,Dauphine,400,SSM,L,1,29105,29.957488399999999,-90.068135499999997,
POINT (-90.070917612361 29.94579951258),1103899,JUL-600-0779,7,Julia,600,SSM,D,1,29183,29.945794100000001,-90.070912000000007,
POINT (-90.065918011085 29.944907012586),1104268,S.PET-700-1417,8,S. Peters,700,PS,L,4,29318,29.944901600000001,-90.065912400000002,
POINT (-90.075322612939 29.939641411098),1104386,ST.CHA-1400-1617,9,St. Charles,1400,SSM,L,1,29358,29.939636,-90.075316999999998,
POINT (-90.074636613188 29.951367412927),1104303,S.RAM-400-1594,3,S. Rampart,400,PS,R,6,29328,29.951362,-90.074630999999997,
POINT (-90.066019711403 29.963046815757),1104069,N.RAM-1000-1152,6,N. Rampart,1000,SSM,R,1,29251,29.963041400000002,-90.066014100000004,
POINT (-90.072760612561 29.946558412714),1103519,CAR-700-0312,7,Carondelet,700,SSM,R,1,2962,29.946553000000002,-90.072755000000001,
POINT (-90.067369611477 29.945372411953),1104515,TCH-700-1976,8,Tchoupitoulas,700,SSM,R,1,29391,29.945367000000001,-90.067363999999998,
POINT (-90.070509612418 29.950154612987),1104431,ST.CHA-400-1669,3,St. Charles,400,PS,L,7,29351,29.950149199999998,-90.070504,
POINT (-90.072203612564 29.947535712277),1103809,GIR-700-0610,7,Girod,700,PS,U,3,29149,29.9475303,-90.072198,
POINT (-90.104077621057 29.93810140909),1103557,CLA-4400-0367,10,Clara,4400,PS,D,8,2979,29.938096000000002,-90.104072000000002,
POINT (-90.067167511175 29.94822411282),1104507,TCH-500-1777,8,Tchoupitoulas,500,SSM,L,1,29389,29.948218700000002,-90.067161900000002,
POINT (-90.076338013741 29.952484513757),1104147,PER-1300-1281,2,Perdido,1300,PS,D,9,29275,29.952479100000001,-90.076332399999998,
POINT (-90.072763312146 29.946550312203),1103520,CAR-700-0314,7,Carondelet,700,SSM,R,1,2962,29.946544899999999,-90.072757699999997,
POINT (-90.062268210103 29.960212116109),1104492,ST.PHI-600-1916,6,St. Phillip,600,SSM,U,1,29384,29.960206700000001,-90.062262599999997,
POINT (-90.080053915116 29.952584013846),1104185,POY-1600-1333,2,Poydras,1600,PS,D,5,29298,29.952578599999999,-90.080048300000001,
POINT (-90.069649412494 29.956318714417),1103447,BIE-900-0109,6,Bienville,900,SSM,D,1,2925,29.956313300000001,-90.069643799999994,
POINT (-90.069220712032 29.953489513957),1103633,CNL-700-0231,6,Canal,700,SSM,D,1,2946,29.953484100000001,-90.069215099999994,
POINT (-90.07780781392 29.935502210188),1104483,ST.MAR-1500-1763,9,St. Mary,1500,PS,D,6,29380,29.935496799999999,-90.077802199999994,
POINT (-90.076521613594 29.948951913081),1103938,LOY-600-0869,7,Loyola,600,PS,L,5,29197,29.948946500000002,-90.076515999999998,
POINT (-90.081125314867 29.954479613877),1104160,PER-1700-1291,2,Perdido,1700,PS,D,9,29279,29.9544742,-90.081119700000002,
POINT (-90.064980810798 29.944354912038),1103883,JUL-200-0778,8,Julia,200,PS,U,3,29179,29.944349500000001,-90.064975200000006,
POINT (-90.074661213041 29.950355112821),1104176,POY-1000-1366,7,Poydras,1000,PS,U,4,29293,29.9503497,-90.0746556,
POINT (-90.068559611874 29.952670413939),1103626,CNL-600-0214,3,Canal,600,PS,U,5,2945,29.952665,-90.068554000000006,
POINT (-90.06159400953 29.958039215049),1103723,DEC-800-0516,6,Decatur,800,SSM,R,1,29113,29.958033799999999,-90.061588400000005,
POINT (-90.064324310858 29.956853214566),1103548,CHA-600-0392,6,Chartres,600,SSM,R,1,2972,29.956847799999998,-90.064318700000001,
POINT (-90.060554310124 29.958921615494),1104066,N.PET-900-1110,6,N. Peters,900,SSM,R,1,29238,29.958916200000001,-90.060548699999998,
POINT (-90.071485512566 29.94989121298),1104201,POY-700-1341,3,Poydras,700,PS,D,5,29290,29.949885800000001,-90.0714799,
POINT (-90.066359210825 29.955306214902),1103655,CNT-600-0478,6,Conti,600,SSM,U,1,2998,29.9553008,-90.066353599999999,
POINT (-90.062225410002 29.958965315154),1103750,DUM-500-0591,6,Dumaine,500,SSM,D,1,29126,29.9589599,-90.062219799999994,
POINT (-90.074086713145 29.950835113038),1104135,OKE-400-1240,3,O'Keefe,400,PS,R,4,29267,29.9508297,-90.074081100000001,
POINT (-90.074619413574 29.950596612965),1104175,POY-1000-1351,3,Poydras,1000,PS,D,6,29293,29.950591200000002,-90.074613799999995,
POINT (-90.06438331083 29.952699914398),1103431,BIE-200-0108,6,Bienville,200,PS,U,4,2922,29.9526945,-90.064377699999994,
POINT (-90.074159713876 29.957400414491),1104532,TRE-100-1807,5,Treme,100,SSM,L,1,29395,29.957395000000002,-90.074154100000001,
POINT (-90.084255116467 29.958203614636),1104245,S.JOH-400-1442,1,S. Johnson,400,PS,R,10,29314,29.958198199999998,-90.084249499999999,
POINT (-90.078379714299 29.954761013584),1103829,GRA-1500-0669,2,Gravier,1500,PS,D,13,,29.954755599999999,-90.078374100000005,
POINT (-90.066645410926 29.944612911996),1103667,COM-800-0448,8,Commerce,800,SSM,R,1,2985,29.9446075,-90.066639800000004,
POINT (-90.092391616835 29.927476807738),1103739,DEL-1500-0535,9,Delachaise,1500,SSM,D,1,29122,29.927471400000002,-90.092386000000005,
POINT (-90.13407292932 29.944273610256),1103845,HAM-8100-0702,10,Hampson,8100,PS,R,5,29167,29.9442682,-90.134067299999998,
POINT (-90.073002312617 29.954048614281),1104222,ROS-100-1865,3,Roosevelt,100,PS,L,3,29406,29.954043200000001,-90.072996700000004,
POINT (-90.082445415476 29.956485314464),1103834,GRA-1900-0692,1,Gravier,1900,SSM,U,1,29165,29.956479900000001,-90.082439800000003,
POINT (-90.063447610489 29.958466715117),1104367,ST.ANN-600-1676,6,St. Ann,600,SSM,U,1,29346,29.9584613,-90.063441999999995,
POINT (-90.081339614645 29.953501413946),1103560,CLA-500-0406,2,Clara,500,PS,R,7,2978,29.953496000000001,-90.081333999999998,
POINT (-90.073705313427 29.954434414185),1104288,S.RAM-100-1534,3,S. Rampart,100,PS,R,4,29325,29.954429000000001,-90.073699700000006,
POINT (-90.075965913824 29.949182312817),1103939,LOY-600-0892,7,Loyola,600,PS,R,11,29197,29.949176900000001,-90.075960300000006,
POINT (-90.069654112249 29.956321414808),1103448,BIE-900-0111,6,Bienville,900,SSM,D,1,2925,29.956316000000001,-90.0696485,
POINT (-90.069164112035 29.957207314474),1103659,CNT-900-0486,6,Conti,900,SSM,U,1,2999,29.957201900000001,-90.0691585,
POINT (-90.068884212428 29.957007414395),1103657,CNT-900-0482,6,Conti,900,SSM,U,1,2999,29.957001999999999,-90.068878600000005,
POINT (-90.05824660876 29.961298215779),1103463,BRC-400-0084,6,Barracks,400,SSM,U,1,2918,29.961292799999999,-90.058240999999995,
POINT (-90.062264810023 29.960211015931),1104491,ST.PHI-600-1914,6,St. Phillip,600,SSM,U,1,29384,29.960205599999998,-90.0622592,
POINT (-90.062013410135 29.957677414996),1103724,DEC-800-0537,6,Decatur,800,SSM,L,1,29113,29.957671999999999,-90.062007800000003,
POINT (-90.074602613379 29.951946413706),1104298,S.RAM-300-1483,3,S. Rampart,300,SSM,L,1,29327,29.951941000000001,-90.074596999999997,
POINT (-90.077213613692 29.936486810088),1104399,ST.CHA-1700-1796,9,St. Charles,1700,SSM,R,1,29361,29.936481400000002,-90.077207999999999,
POINT (-90.069784912607 29.957628815205),1103644,CNT-1000-0492,6,Conti,1000,SSM,U,1,29100,29.957623399999999,-90.069779299999993,
POINT (-90.067508910812 29.943551712313),1104519,TCH-800-1928,8,Tchoupitoulas,800,PS,R,6,29392,29.943546300000001,-90.067503299999998,
POINT (-90.080102614983 29.953894413464),1104158,PER-1600-1288,2,Perdido,1600,PS,U,7,29278,29.953889,-90.080096999999995,
POINT (-90.072201413152 29.954735214048),1104221,ROS-100-1861,3,Roosevelt,100,PS,L,6,29406,29.954729799999999,-90.072195800000003,
POINT (-90.079405614098 29.934705409925),1104411,ST.CHA-2000-1810,9,St. Charles,2000,SSM,R,1,29364,29.934699999999999,-90.079400000000007,
POINT (-90.078823914422 29.952079813524),1104184,POY-1500-1331,2,Poydras,1500,SSM,D,1,29297,29.952074400000001,-90.078818299999995,
POINT (-90.065066411026 29.954299614137),1103705,DEC-300-0511,6,Decatur,300,SSM,L,1,29109,29.9542942,-90.065060799999998,
POINT (-90.073665312341 29.948352212439),1103418,BAR-600-0041,7,Baronne,600,PS,L,8,2914,29.948346799999999,-90.073659699999993,
POINT (-90.080577615216 29.954103413799),1104159,PER-1600-1296,2,Perdido,1600,PS,U,8,29278,29.954097999999998,-90.080572000000004,
POINT (-90.101234620301 29.937279409162),1104017,MGN-4200-1050,10,Magnolia,4200,SSM,R,1,29227,29.937273999999999,-90.101229000000004,
POINT (-90.056758509261 29.965030717307),1103755,ELY-700-0550,6,Elysian Fields,700,PS,U,11,29131,29.965025300000001,-90.056752900000006,
POINT (-90.076390214195 29.956671214516),1103566,CLE-1500-0379,5,Cleveland,1500,PS,D,7,2983,29.9566658,-90.076384599999997,
POINT (-90.073357412617 29.950468912837),1104145,PEN-400-1260,3,Penn,400,SSM,R,1,29272,29.950463500000001,-90.073351799999998,
POINT (-90.071648413031 29.9547367138),1103641,CNL-900-0238,3,Canal,900,SSM,U,1,2948,29.954731299999999,-90.071642800000006,
POINT (-90.065430810539 29.958412014928),1104485,ST.PET-700-1900,6,St. Peters,700,SSM,U,1,29382,29.9584066,-90.065425200000007,
POINT (-90.068491611248 29.943604411562),1104447,ST.JOS-300-1709,8,St. Joseph,300,SSM,D,1,29370,29.943598999999999,-90.068485999999993,
POINT (-90.056640608763 29.963241416252),1103754,ELY-500-0548,6,Elysian Fields,500,PS,U,10,29130,29.963235999999998,-90.056635,
POINT (-90.063888610586 29.953413014517),1104037,N.FRO-300-1097,6,N. Front,300,SSM,L,1,29234,29.953407599999998,-90.063883000000004,
POINT (-90.065066411026 29.954299614137),1103704,DEC-300-0509,6,Decatur,300,SSM,L,1,29109,29.9542942,-90.065060799999998,
POINT (-90.06774531137 29.945077912612),1103890,JUL-400-0757,8,Julia,400,SSM,D,1,29181,29.945072499999998,-90.067739700000004,
POINT (-90.065825310657 29.946284312172),1104267,S.PET-600-1480,8,S. Peters,600,SSM,R,1,29317,29.946278899999999,-90.065819700000006,
POINT (-90.060730910147 29.958819115236),1104065,N.PET-900-1108,6,N. Peters,900,SSM,R,1,29238,29.9588137,-90.060725300000001,
POINT (-90.067510511103 29.953403613978),1103531,CHA-100-0349,6,Chartres,100,SSM,L,1,2967,29.953398199999999,-90.067504900000003,
POINT (-90.056370609238 29.964772817017),1103756,ELY-700-0601,6,Elysian Fields,700,PS,D,4,29131,29.964767399999999,-90.056365,
POINT (-90.064855909788 29.940279110873),1103788,GAI-200-0649,8,Gaiennie,200,PS,D,7,29143,29.940273699999999,-90.064850300000003,
POINT (-90.068779312167 29.953207814021),1103628,CNL-600-0227,6,Canal,600,SSM,D,1,2945,29.953202399999999,-90.068773699999994,
POINT (-90.068718412122 29.951602413353),1103471,CAM-200-0149,4,Camp,200,SSM,L,1,2933,29.951597,-90.0687128,
POINT (-90.06552921115 29.955956114633),1104477,ST.LOU-600-1896,6,St. Louis,600,SSM,U,1,29376,29.955950699999999,-90.065523600000006,
POINT (-90.082916315684 29.954230513922),1104347,S.ROM-600-1650,1,S. Roman,600,SSM,R,1,29339,29.954225099999999,-90.082910699999999,
POINT (-90.065787910275 29.945198812464),1104270,S.PET-700-1466,8,S. Peters,700,PS,R,7,29318,29.945193400000001,-90.065782299999995,
POINT (-90.065136210119 29.950729513642),1103614,CNL-300-0209,6,Canal,300,SSM,D,1,2942,29.950724099999999,-90.065130600000003,
POINT (-90.07757331444 29.954033213755),1103926,LAS-400-0886,2,LaSalle,400,PS,R,4,29193,29.954027799999999,-90.077567700000003,
POINT (-90.069634212045 29.94858431331),1103477,CAM-500-0157,7,Camp,500,SSM,L,0,2936,29.948578900000001,-90.069628600000001,
POINT (-90.063833610131 29.958743415025),1104372,ST.ANN-600-1686,6,St. Ann,600,SSM,U,1,29346,29.958738,-90.063828000000001,
POINT (-90.065149611006 29.958972315279),1104141,ORL-700-1227,6,Orleans,700,SSM,D,1,29271,29.9589669,-90.065144000000004,
POINT (-90.076955613865 29.947337512761),1103941,LOY-700-0861,7,Loyola,700,SSM,L,1,29198,29.947332100000001,-90.076949999999997,
POINT (-90.094884117484 29.925646107372),1104219,PRY-3700-1390,9,Prytania,3700,SSM,R,1,29301,29.925640699999999,-90.094878499999993,
POINT (-90.066939710925 29.952224613719),1103692,DEC-100-0491,6,Decatur,100,SSM,L,1,29107,29.952219199999998,-90.066934099999997,
POINT (-90.074605612168 29.93160540932),1104364,SOP-1900-1559,10,Sophie Wright,1900,PS,L,12,29344,29.9316,-90.074600000000004,
POINT (-90.057658109082 29.962699016413),1103771,FRE-500-0625,6,Frenchmen,500,SSM,D,1,29137,29.962693600000001,-90.057652500000003,
POINT (-90.081228115496 29.956395014032),1104236,S.DER-400-1403,1,S. Derbigny,400,SSM,L,1,29311,29.956389600000001,-90.081222499999996,
POINT (-90.058145909483 29.961229016207),1103461,BRC-400-0080,6,Barracks,400,SSM,U,1,2918,29.9612236,-90.058140300000005,
POINT (-90.065558110391 29.944492312519),1103884,JUL-200-0788,8,Julia,200,PS,U,3,29179,29.944486900000001,-90.065552499999995,
POINT (-90.069656111841 29.948503212974),1103479,CAM-500-0161,7,Camp,500,SSM,L,0,2936,29.948497799999998,-90.069650499999995,
