Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
2819 N Rampart St Unit B,2819 N Rampart St Unit B,Accessory STR,2,4,10/01/2020 11:59:59 PM,"(29.9673037100214, -90.0480740397917)",3687783.73,535884.3
925 Common St UNIT 1008,925 Common St UNIT 1008,Commercial STR,1,2,08/13/2020 09:18:32 AM,"(29.9538226314529, -90.0724440696139)",3680121.73,530896.35
925 Common St UNIT 1111,925 Common St UNIT 1111,Commercial STR,1,2,08/30/2020 10:40:01 AM,"(29.9538143589483, -90.0729985870281)",3679946.17,530891.41
505 Frenchmen St Apt 5,505 Frenchmen St Apt 5,Commercial STR,1,2,10/01/2020 11:59:59 PM,"(29.9627364795062, -90.0575577123986)",3684799.54,534189.93
435 S Clark St,435 S Clark St,Choose a License Type,3,6,10/01/2020 11:59:59 PM,"(29.9675569635647, -90.0982370812683)",3671900.29,535801.72
1068 Magazine St unit 100,1068 Magazine St unit 100,Commercial STR,1,2,10/17/2019 04:01:49 PM,"(29.9412566576514, -90.0703200740559)",3680844.68,526334.31
8134 Cohn St,8134 Cohn St,Accessory STR,1,2,09/10/2020 06:13:31 PM,"(29.9528032515813, -90.1253226912392)",3663381.09,530345.27
2427 Orleans Ave,2427 Orleans Ave,Commercial STR,3,6,10/01/2020 11:59:59 PM,"(29.9689989382271, -90.0798196836677)",3677725.8,536389.4
719 France St,719 France St,Accessory STR,2,4,10/01/2020 11:59:59 PM,"(29.9614305907955, -90.0344451426292)",3692123.06,533797.28
505 Frenchmen St Apt 1,505 Frenchmen St Apt 1,Commercial STR,1,2,10/01/2020 11:59:59 PM,"(29.9627257748179, -90.0575286038393)",3684808.8,534186.14
505 Frenchmen St Apt 4,505 Frenchmen St Apt 4,Commercial STR,1,2,10/01/2020 11:59:59 PM,"(29.9628313347913, -90.0575471826296)",3684802.49,534224.46
629 Olivier St,629 Olivier St,Commercial STR,2,4,10/23/2019 06:53:18 PM,"(29.948997899831, -90.0499737737859)",3687256.8,529220.9
3131 Royal St,3131 Royal St,Accessory STR,3,6,08/20/2020 11:59:59 PM,"(29.9633771452558, -90.0446679490352)",3688878.21,534468.57
610 Louisa St,610 Louisa St,Accessory STR,2,4,09/23/2020 09:53:43 AM,"(29.9624206193612, -90.0440453375994)",3689079.26,534122.96
505 Frenchmen St Apt 2,505 Frenchmen St Apt 2,Commercial STR,1,2,10/01/2020 11:59:59 PM,"(29.9627965680698, -90.0575436477888)",3684803.75,534211.83
3624 Magazine St Apt 202 unit 202,3624 Magazine St Apt 202 unit 202,Commercial STR,,,10/01/2020 11:59:59 PM,"(29.921629467075, -90.0922316554992)",3673982.6,519121.32
505 Frenchmen St Apt 3,505 Frenchmen St Apt 3,Commercial STR,1,2,10/01/2020 11:59:59 PM,"(29.9627655622639, -90.0575706367776)",3684795.33,534200.46
1068 Magazine St Unit 400,1068 Magazine St Unit 400,Commercial STR,1,2,10/17/2019 04:10:54 PM,"(29.9412566576514, -90.0703200740559)",3680844.68,526334.31
505 Frenchmen St Apt 6,505 Frenchmen St Apt 6,Commercial STR,1,2,10/01/2020 11:59:59 PM,"(29.9628054766469, -90.0575435022916)",3684803.76,534215.07
2512 Constance St,2512 Constance St,Accessory STR,1,2,10/01/2020 11:59:59 PM,"(29.9264871564178, -90.0796890900592)",3677936.28,520931
2209 Chartres St,2209 Chartres St,Commercial STR,3,6,10/21/2019 02:50:33 PM,"(29.9636999912778, -90.0559867462868)",3685293.05,534545.84
1720 Dufossat St,1720 Dufossat St,Accessory STR,1,2,08/06/2020 11:59:59 PM,"(29.9298533490043, -90.110721927773)",3668093.67,522048.86
4233 Ulloa St.,4233 Ulloa St.,Accessory STR,1,2,10/02/2020 11:59:59 PM,"(29.9711548960978, -90.1073684775206)",3668995.14,537079.02
736 Frenchmen St,736 Frenchmen St,Accessory STR,3,6,10/02/2020 11:59:59 PM,"(29.9653555184962, -90.0579944354405)",3684650.66,535140.77
450 S Rendon St,450 S Rendon St,Accessory STR,1,2,10/02/2020 11:59:59 PM,"(29.9658098613361, -90.0958532227573)",3672661.92,535174.55
THE TROUBADOUR,1111 GRAVIER,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
FEDERAL CITY INN & SUITES,740 HEBERT DR,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
"LA FEMME FRANCAISE NATASHA, LLC",2028-2030 ST. CLAUDE AVE,4703 - BED & BREAKFAST INNS,,,,,,
LUCKY INN HOTEL,3106 TAFT PARK,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
HOLIDAY INN EXPRESS,334 O KEEFE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
MOTEL 6 NEW ORLEANS,12330 INTERSTATE 10 SERVICE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
PETER AND PAUL HOTEL,143 ROEBLING ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
HAMPTON INN - ST. CHARLES,3626 SAINT CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
THE CORSAIR HOTEL,4125 ST. CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
JELLY ROLL SUITES,320 ANDREW HIGGINS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
DAYS INN & SUITES NEW ORLEANS EAST,10020 I-10 SERVICE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
STUDIO 6 #6000,12330 I-10 SERVICE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
EXTRA HOLIDAYS,2111 ST. CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
STAYBRIDGE SUITES,2111 PARKWAY OFFICE CIRCLE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
HISTORIC STREETCAR INN,1509 SAINT CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
CARRIE'S COOL PROPERTIES,2307 RIVERSIDE FARMS RD,4703 - BED & BREAKFAST INNS,,,,,,
PIERRE COULON GUEST HOUSE,712-14 SPAIN ST,4703 - BED & BREAKFAST INNS,,,,,,
NEW ORLEANS JAZZ QUARTERS,1129 ST. PHILLIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
WYNDHAM GARDEN HOTEL,10100 I 10 SERVICE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
CASA LA LICIOUS,1367 SAINT ANTHONY AVE,4703 - BED & BREAKFAST INNS,,,,,,
2036-38 IBERVILLE,2036-38 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
MOTEL 6,12330 I-10 E SERVICE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
628 Baronne St Unit 201,628 Baronne St Unit 201,Commercial STR,2,4,12/06/2019 12:27:38 PM,"(29.9482474453804, -90.0734853798891)",3679814.28,528865.38
HILTON NEW ORLEANS/ ST CHARLES AVENUE,200 SPECTRUM CENTER DR,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
RODEWAY INN & SUITES,8400 INTERSTATE 10 SERVICE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
2028-30 IBERVILLE LLC,2028-30 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
CASA PELICAN LLC,712 PELICAN ST,4703 - BED & BREAKFAST INNS,,,,,,
RESIDENCE INN BY MARRIOTT-[H/P],345 SAINT JOSEPH ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
QUALITY INN,12340 S I-10 SERVICE ROAD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
1235 N Johnson St,1235 N Johnson St,Accessory STR,2,4,08/29/2020 11:59:59 PM,"(29.971111536504, -90.0729528075398)",3679891.48,537181.47
3100 Behrman Hwy,3100 Behrman Hwy,Temporary STR,3,6,10/02/2020 11:59:59 PM,"(29.9210550818056, -90.0270755405415)",3694623.9,519141.87
1356 Magazine St,1356 Magazine St,Accessory STR,3,6,10/02/2020 11:59:59 PM,"(29.9369183853887, -90.071591821296)",3680459.29,524752.32
3917 Iberville St,3917 Iberville St,Commercial STR,1,2,10/02/2020 11:59:59 PM,"(29.9744900461151, -90.0978963766851)",3671980.98,538324.02
818 Elysian Fields Ave B,818 Elysian Fields Ave B,Commercial STR,1,2,10/02/2020 11:59:59 PM,"(29.9659938108864, -90.0570177340389)",3684957.32,535376.32
6509 West End Blvd,6509 West End Blvd,Accessory STR,3,6,04/06/2020 11:59:59 PM,"(30.0093399158705, -90.1140290132276)",3666738.62,550942.13
5219 Mandeville St,5219 Mandeville St,Accessory STR,1,2,10/02/2020 11:59:59 PM,"(30.0124945354454, -90.0574240277379)",3684640.39,552284.33
818 Elysian Fields Ave A,818 Elysian Fields Ave A,Commercial STR,2,4,10/02/2020 11:59:59 PM,"(29.9660000397596, -90.0569170922168)",3684989.16,535378.94
LA RUE ESPLANADE,1834 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.970990356551, -90.071328909555)",3680406.09858,537143.063304
LOEWS NEW ORLEANS HOTEL,300 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9481492137136, -90.066171462474)",3682130.82364,528855.199296
R R LODGING,4025 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9686325584817, -90.1050061867321)",3669752.88622,536169.809799
BEST WESTERN FRENCH QUARTER   LANDMARK HOTEL,920 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9624623231638, -90.0663770715928)",3682008.16271,534059.252613
BIENVILLE HOUSE MOTOR HOTEL,320 DECATUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9539276166384, -90.0652059852819)",3682413.31324,530959.820226
TESSIER HOUSE,1617 PENISTON ST,4703 - BED & BREAKFAST INNS,,,,"(29.9275581386221, -90.0956293366179)",3672883.05627,521265.558969
HOUSE OF THE RISING SUN,335 PELICAN AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9522866489113, -90.0524263302249)",3686466.77052,530408.117378
SUPER 8 MOTEL,6322 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0096044807327, -90.0144705809657)",3698246.04771,551387.310997
THE BURGUNDY BED AND BREAKFAST,2513 BURGUNDY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9669535174702, -90.0515613237341)",3686681.0253,535744.589127
BOUGAINVILLEA HOUSE,924 GOVERNOR NICHOLLS ST,4703 - BED & BREAKFAST INNS,,,,"(29.9635400175289, -90.0635297324136)",3682905.37749,534461.121989
OAKVIEW BED & BREAKFAST,1172 CITY PARK AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9828594861658, -90.092461296772)",3673668.7371,541386.067468
MAZANT HOLDING LLC,906 MAZANT ST,4703 - BED & BREAKFAST INNS,,,,"(29.9634906457807, -90.035146171629)",3691892.60329,534543.874757
THE DRIFTER HOTEL,3522 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9659613582932, -90.1002083234743)",3671282.40641,535214.774342
THE VICTORIAN HOUSE,914 N RAMPART ST,4703 - BED & BREAKFAST INNS,,,,"(29.9623265388455, -90.066545967078)",3681955.23093,534009.285125
631 DESIRE LLC,631 DESIRE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9623304119093, -90.0417299829632)",3689812.743,534098.413637
EMPRESS HOTEL,1317 URSULINES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9653762092022, -90.0676787526137)",3681584.3053,535114.295366
THE SAINT HOTEL,931 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9551161519605, -90.0713671394454)",3680457.56949,531370.476034
HOLIDAY INN EXPRESS,7049 BULLARD AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0484801958181, -89.9620466020469)",3714667.98623,565718.719714
MASON D'OR,1911 ROYAL ST,4703 - BED & BREAKFAST INNS,,,,"(29.9643457814521, -90.0591790987773)",3684279.65218,534769.419334
929 MARIGNY PAINTED LADY'S INN,929 MARIGNY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9672874944982, -90.055297361098)",3685496.77769,535852.822599
HOMEWOOD SUITES - NEW ORLEANS,901 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9504225182386, -90.0731970658559)",3679896.88411,529657.320385
ST CHARLES COACH HOUSE,2001 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9353774650231, -90.0790729993194)",3678096.03714,524165.972284
COURTYARD BY MARRIOTT #1MK-[H/P],300 JULIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9445026510975, -90.0662564458014)",3682118.57461,527528.878975
MARGARET PLACE,1133 MARGARET PL,4703 - BED & BREAKFAST INNS,,,,"(29.9408186072843, -90.0724639370304)",3680167.4733,526167.541438
FAIRCHILD HOUSE,1518 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.937804575385, -90.0743015931494)",3679597.52936,525065.130621
WYNDHAM NEW ORLEANS,124 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9536453665486, -90.0685501287426)",3681355.49378,530845.47949
NEW ORLEANS COURTYARD HOTEL,1101 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9639214409151, -90.0656020727493)",3682247.68156,534592.556165
NOPSI HOTEL,317 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9520868739067, -90.0726278141096)",3680070.49019,530264.524289
HOTEL VILLA CONVENTO,616 URSULINES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9607743098676, -90.0613535721913)",3683605.57532,533463.050756
OMNI RIVERFRONT HOTEL,701 CONVENTION CENTER BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.945611962483, -90.0648823536018)",3682549.2685,527937.079423
BLAKE HOTEL NEW ORLEANS,500 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9490707599578, -90.0706250944808)",3680716.76725,529174.737728
THE OLD NO. 77 HOTEL & CHANDLERY - MAIN,535 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9478804961101, -90.067313153129)",3681770.35599,528753.487296
THE DUCHESS,833 6TH ST,4703 - BED & BREAKFAST INNS,,,,"(29.9236155313316, -90.0822969630205)",3677121.64686,519877.745976
SUPREME BRIGHT NOLA II,1600 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9583481738685, -90.0772138210042)",3678593.30325,532525.416708
1503 GUEST HOUSE LLC,1503 TCHOUPITOULAS ST,4703 - BED & BREAKFAST INNS,,,,"(29.9328177259658, -90.0660667095787)",3682225.65532,523280.484411
HILTON NEW ORLEANS RIVERSIDE,2 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9477298559466, -90.0632882153656)",3683045.57205,528712.8144
"MAISON DES LUNES, LLC",601 ELYSIAN FIELDS AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9637047358987, -90.0561796136561)",3685231.96367,534546.884613
GARDEN DISTRICT B & B,2418 MAGAZINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9276689851813, -90.0796110372927)",3677956.30075,521361.025849
EMBASSY SUITES CONVENTION CENTER,315 JULIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9448035608569, -90.0662906960978)",3682106.51797,527638.180735
MARIE LAVAEAU GUEST HOUSE,1024 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9610058673208, -90.0672785969097)",3681728.56309,533526.476036
ECONO LODGE,4940 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0064109263661, -90.0321499976564)",3692664.04035,550162.042772
HOLIDAY INN DTN SUPERDOME HTM,330 LOYOLA AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9531649061825, -90.0750644675439)",3679294.58299,530648.055362
PARISIAN COURTYARD INN,1726 PRYTANIA ST,4703 - BED & BREAKFAST INNS,,,,"(29.9363396027548, -90.0754532531826)",3679238.63496,524528.407612
LA MAISON MARIGNY B & B,1421 BOURBON ST,4703 - BED & BREAKFAST INNS,,,,"(29.9643998956067, -90.0603453121169)",3683910.18069,534784.993094
830 Nashville Ave 830A Nashville Avenue,830 Nashville Ave 830A Nashville Avenue,Accessory STR,2,4,10/30/2019 11:59:59 PM,"(29.9222551614232, -90.1189150551859)",3665527.89,519258.28
LAMOTHE HOUSE,621 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9631892770117, -90.0593299801524)",3684236.55516,534348.340357
MELROSE MANSION,937 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9653086597149, -90.0623254834738)",3683279.54261,535108.493446
1851 INN ON ST CHARLES,2409 ST CHARLES AVE,4703 - BED & BREAKFAST INNS,,,,"(29.932789844734, -90.0831315906279)",3676820.87445,523210.971707
B ON CANAL,1300 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9564259319667, -90.0743261770644)",3679515.34165,531836.453187
WHITNEY HOTEL,610 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9491706830473, -90.0697352294657)",3680998.16392,529214.179904
3120 Broadway St,3120 Broadway St,Accessory STR,2,4,10/03/2020 11:59:59 PM,"(29.958109348351, -90.1106593551463)",3668003.85,532324.02
AIRYN MONET,1816 MARENGO ST,4703 - BED & BREAKFAST INNS,,,,"(29.9292785984644, -90.0990398120032)",3671796.07163,521879.528762
DOMIO BARONNE LLC,888 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9450643426084, -90.0744690557983)",3679515.48911,527704.463487
FRENCH QUARTER MANSION BOUTIQUE HOTEL,730 DUMAINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9600279224559, -90.0639925780389)",3682772.97532,533182.370372
CHIMES BED & BREAKFAST (THE),1146 CONSTANTINOPLE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9238081372383, -90.097235933889)",3672388.88775,519896.428664
JW MARRIOT NEW ORLEANS,614 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9527097524767, -90.0688818422529)",3681254.20789,530504.096514
CANAL STREET INN,3620 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9714862557268, -90.0966993991387)",3672371.72487,537235.813256
COURTYARD NEW ORLEANS DOWNTOWN/IBERVILLE,910 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9555199311646, -90.0704431468846)",3680748.53819,531520.528643
THE GRAND VICTORIAN BED &     BREAKFAST,2727 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9312107808917, -90.0859413358407)",3675937.20494,522627.067898
MARIGNY MANOR HOUSE,2125 N RAMPART ST,4703 - BED & BREAKFAST INNS,,,,"(29.9676004082426, -90.0574243778576)",3684822.063,535959.104455
"DELTA PROFICIENT MANAGEMENT, LLC",201 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9531843163535, -90.0723445776528)",3680155.78946,530664.581762
905 ROYAL HOTEL,905 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9598577782522, -90.0631994674944)",3683024.79112,533123.2825
WILLIAM PERASSO,2111 CHARTRES ST,4703 - BED & BREAKFAST INNS,,,,"(29.9636578416207, -90.0574076344735)",3684843.32847,534525.500357
NEW ORLEANS MARRIOTT HOTEL-[H/P],555 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9524876262548, -90.0676123037327)",3681657.1156,530427.761794
CHH-NOLA LLC,129 BURGUNDY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9556705043782, -90.0713149479095)",3680471.87599,531572.241091
SPRINGHILL SUITES BY MARRIOTT H/P,301 ST JOSEPH ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9431873517638, -90.0662602135417)",3682122.67036,527050.575294
THE TREME INN,1100 N PRIEUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9691613613754, -90.0729462247849)",3679901.36463,536472.335559
LIONS INN,2517 CHARTRES ST,4703 - BED & BREAKFAST INNS,,,,"(29.963923926526, -90.0524040334696)",3686426.52463,534639.934598
WESTIN NEW ORLEANS CANAL PLACE,100 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9510274809981, -90.0641921669027)",3682746.02844,529908.779201
BEST WAY INN & SUITES & TRAILOR PARK,6042 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0088038257333, -90.0182935750577)",3697039.48599,551082.256597
MONROSE ROW B & B,1303 GOVERNOR NICHOLLS ST,4703 - BED & BREAKFAST INNS,,,,"(29.9661144460927, -90.0665347067278)",3681943.56802,535386.748742
712 Harmony St,712 Harmony St,Accessory STR,3,6,10/02/2020 09:32:55 AM,"(29.9205193530044, -90.0845847114395)",3676409.26,518743.96
MENTONE BED & BREAKFAST,1437 PAUGER ST,4703 - BED & BREAKFAST INNS,,,,"(29.9647365392649, -90.0600200888747)",3684011.79426,534908.55335
LE RICHELIEU CORP,1234 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.961898541343, -90.0597200115729)",3684118.27682,533877.608325
COLUMNS HOTEL,3811 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9273785825005, -90.0961461681236)",3672720.05832,521198.497913
111 IBERVILLE,111 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9520196603249, -90.0649236154977)",3682510.40828,530267.007105
"MONARCH NEW ORLEANS, LP",210 O'KEEFE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9535054923382, -90.0732230649622)",3679876.32213,530778.312898
PENELOPE'S BED & BREAKFAST,1211 GOVERNOR NICHOLLS ST,4703 - BED & BREAKFAST INNS,,,,"(29.9655806714556, -90.0659645853347)",3682126.22677,535194.644486
HOTEL INDIGO- MAIN,2203 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9341678890235, -90.0809848850771)",3677495.31573,523719.503355
SUITE JAZZ ON FRENCHMEN,628 FRENCHMEN ST,4703 - BED & BREAKFAST INNS,,,,"(29.9641536154133, -90.0578837462014)",3684690.57161,534704.103686
NOLA10LLC,6303 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0110198249587, -90.0149848536)",3698077.36887,551900.110806
ECONOMY INN,8310 CHEF MENTEUR HWY,"4704 - TRAVELER ACCOMMODATION, ALL OTH",,,,"(30.0137099157555, -89.9898317435476)",3706026.2442,552970.789591
SULLY MANSION,2631 PRYTANIA ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9304343942213, -90.0842120715491)",3676487.99496,522350.71225
LITTLE EAZY BED & BREAKFAST,1526 PAUGER ST,4703 - BED & BREAKFAST INNS,,,,"(29.9659618323431, -90.0603888928829)",3683890.07209,535352.817926
ROYAL INN OF NEW ORLEANS,4950 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0066297975822, -90.031814993349)",3692769.16221,550242.836884
NONI'S NOLA ON FRENCHMAN,726 FRENCHMEN ST,4703 - BED & BREAKFAST INNS,,,,"(29.965120965031, -90.0579686046821)",3684659.78793,535055.56871
MARIGNY JEWEL,2466 BURGUNDY ST,4703 - BED & BREAKFAST INNS,,,,"(29.966738514146, -90.052472926262)",3686393.27042,535663.178439
FESTIVA RESORTS,519 FRENCHMEN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9631040034846, -90.0575847720349)",3684789.48412,534323.479877
LOFT 523,523 GRAVIER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.95085151408, -90.0682189596129)",3681471.57871,529830.689857
1028 Kerlerec St Unit #2,1028 Kerlerec St Unit #2,Commercial STR,1,2,10/26/2019 11:59:59 PM,"(29.9663419511172, -90.0626035926816)",3683187.32,535483.26
THE NATCHEZ NEW ORLEANS MT,530 NATCHEZ ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9498097918655, -90.0687296323732)",3681314.0454,529450.096385
LA DAUPHINE,2316 DAUPHINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9654648740989, -90.0548460437539)",3685647.06697,535191.64455
SUNBURST INN,819 MANDEVILLE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9662007058991, -90.0541142093417)",3685875.79446,535461.806278
LE SHACKTEAU,2110 MARAIS ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.969390953609, -90.0578789201347)",3684670.90044,536608.611079
HUBBARD MANSION BED & BREAKFAST,3535 ST CHARLES AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9280162615835, -90.0934302440832)",3673577.80142,521439.679737
PRYTANIA PARK HOTEL,1525 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9378939424183, -90.0746249125391)",3679494.77384,525096.502717
LA MAISON DE LA MUSIQUE,210 OLIVIER ST,4703 - BED & BREAKFAST INNS,,,,"(29.9541400535753, -90.0499089480438)",3687256.38466,531091.002306
CAMBRIA NEW ORLEANS DOWNTOWN,632 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9468191087104, -90.0671848212897)",3681815.26069,528367.977216
RATHB0NE MANSIONS,1244 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9671207886867, -90.0656917759325)",3682206.4084,535755.644103
FRENCH MARKET INN,501 DECATUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9552707615668, -90.0642879211091)",3682698.61692,531451.455555
CREOLE HOUSE,1013 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9609569415225, -90.0668990679786)",3681848.93237,533510.012804
